Id;Gênero;RendaFamiliar;EducacaoPaterna;PeriodoDeAula;FezAulaParticular;EstadoCivilDosPais;PraticaEsportes;FilhoMaisVelho;NumIrmaos;TransporteEscolar;HorasDeEstudo;notaDeMatematica;notaDePortugues;notaDeCiencias
265;feminino;grupo D;some ensinao medio incompleto;vespertino;nao;divorciado;eventualmente;nao;1;onibus;< 5;57;41;40
266;feminino;;superior completo;matutino;nao;casado;eventualmente;nao;2;onibus;< 5;61;73;79
267;feminino;grupo D;ensinao medio incompleto;matutino;nao;casado;regularmente;nao;3;onibus;> 5 < 10;71;73;78
268;feminino;grupo D;ensinao medio;matutino;sim;casado;regularmente;sim;5;onibus;> 10;93;94;99
269;masculino;grupo E;superior incompleto;vespertino;nao;casado;eventualmente;nao;2;onibus;;71;76;70
270;masculino;grupo C;superior completo;matutino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;69;63;61
271;feminino;grupo C;superior incompleto;matutino;;solteiro;regularmente;sim;1;;< 5;57;48;42
272;feminino;grupo D;ensinao medio;vespertino;nao;solteiro;regularmente;sim;2;carro;> 5 < 10;48;53;59
273;masculino;grupo D;superior incompleto;matutino;nao;casado;eventualmente;nao;2;carro;> 5 < 10;65;70;71
274;masculino;grupo B;superior incompleto;matutino;sim;viuvo;;sim;1;onibus;< 5;85;83;74
275;feminino;grupo C;superior completo;matutino;nao;casado;eventualmente;nao;3;onibus;> 5 < 10;83;78;73
276;feminino;grupo C;some ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;3;carro;< 5;82;90;91
277;feminino;grupo E;;matutino;sim;solteiro;eventualmente;nao;4;onibus;< 5;57;62;73
278;masculino;grupo C;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;1;onibus;> 5 < 10;65;86;80
279;masculino;grupo B;superior completo;vespertino;nao;viuvo;eventualmente;nao;2;onibus;> 5 < 10;73;56;57
281;feminino;grupo D;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;nao;;carro;> 5 < 10;45;48;46
282;feminino;grupo D;superior completo;vespertino;nao;divorciado;regularmente;nao;3;onibus;> 5 < 10;75;80;86
283;feminino;grupo D;superior incompleto;vespertino;sim;;nunca;sim;2;onibus;> 5 < 10;67;76;76
284;masculino;;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;0;carro;< 5;36;45;46
285;masculino;grupo B;ensinao medio;matutino;sim;casado;nunca;sim;3;onibus;> 5 < 10;78;80;79
286;feminino;grupo E;ensinao medio;matutino;sim;casado;regularmente;sim;0;carro;> 5 < 10;99;83;90
287;masculino;grupo B;some ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;1;onibus;< 5;64;87;80
288;masculino;grupo B;superior completo;vespertino;nao;solteiro;eventualmente;sim;0;;< 5;85;73;74
289;masculino;;some ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;1;onibus;> 10;79;77;78
290;masculino;grupo C;ensinao medio;matutino;nao;casado;eventualmente;nao;2;onibus;> 5 < 10;76;70;68
291;masculino;grupo D;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;2;carro;< 5;83;71;68
292;feminino;grupo C;some ensinao medio incompleto;matutino;sim;casado;nunca;sim;1;carro;> 5 < 10;61;59;55
293;masculino;grupo E;superior completo;matutino;nao;casado;eventualmente;sim;;onibus;> 10;66;74;76
294;masculino;grupo D;ensinao medio incompleto;vespertino;sim;solteiro;regularmente;sim;3;onibus;> 5 < 10;80;78;82
295;masculino;grupo B;ensinao medio;vespertino;nao;casado;nunca;sim;1;onibus;> 10;66;61;59
296;masculino;;some ensinao medio incompleto;matutino;sim;viuvo;regularmente;nao;2;onibus;> 5 < 10;47;41;44
297;masculino;;ensinao medio;matutino;sim;solteiro;regularmente;nao;1;onibus;> 5 < 10;73;75;69
298;masculino;grupo C;;vespertino;sim;solteiro;regularmente;nao;2;carro;< 5;39;45;50
299;masculino;grupo D;ensinao medio;vespertino;nao;casado;regularmente;nao;2;;< 5;89;86;75
300;masculino;grupo A;superior incompleto;vespertino;sim;casado;nunca;sim;2;carro;< 5;76;75;77
301;feminino;grupo D;some ensinao medio incompleto;vespertino;;divorciado;regularmente;nao;4;onibus;< 5;55;53;52
302;masculino;grupo C;ensinao medio;matutino;sim;solteiro;nunca;sim;5;onibus;> 10;66;83;80
303;feminino;grupo B;ensinao medio;matutino;nao;casado;regularmente;sim;1;onibus;> 5 < 10;82;77;65
304;masculino;grupo C;ensinao medio;matutino;sim;casado;regularmente;sim;2;onibus;> 5 < 10;76;76;85
305;masculino;grupo A;superior incompleto;matutino;nao;;eventualmente;sim;7;carro;> 5 < 10;69;67;69
306;masculino;grupo E;superior incompleto;matutino;sim;divorciado;regularmente;sim;5;carro;> 5 < 10;100;88;83
307;feminino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;nao;2;;> 5 < 10;52;52;45
308;feminino;grupo B;ensinao medio;vespertino;nao;casado;regularmente;nao;3;carro;> 10;56;73;70
309;feminino;grupo D;ensinao medio incompleto;vespertino;;solteiro;regularmente;sim;5;;< 5;48;56;52
310;masculino;grupo B;ensinao medio;matutino;nao;casado;eventualmente;nao;2;onibus;> 5 < 10;73;76;80
311;masculino;grupo B;superior completo;matutino;nao;casado;nunca;sim;3;onibus;< 5;62;58;54
312;feminino;grupo D;superior completo;matutino;sim;solteiro;eventualmente;sim;0;carro;;67;61;68
313;masculino;grupo C;ensinao medio;vespertino;sim;solteiro;eventualmente;sim;2;carro;> 10;70;68;70
315;feminino;grupo C;ensinao medio incompleto;matutino;nao;casado;regularmente;nao;3;carro;> 5 < 10;73;66;66
316;masculino;grupo D;mestrado;matutino;sim;viuvo;nunca;sim;3;carro;> 5 < 10;74;80;88
317;masculino;grupo C;ensinao medio;matutino;nao;solteiro;eventualmente;nao;1;onibus;> 5 < 10;83;72;78
318;feminino;grupo B;superior completo;matutino;nao;casado;eventualmente;sim;;carro;< 5;61;69;67
319;feminino;grupo D;ensinao medio;vespertino;nao;solteiro;regularmente;nao;1;onibus;< 5;55;64;63
320;feminino;grupo C;ensinao medio incompleto;vespertino;;divorciado;eventualmente;sim;2;;< 5;64;77;82
321;feminino;grupo E;ensinao medio incompleto;matutino;nao;casado;nunca;nao;3;carro;> 10;74;85;78
322;feminino;grupo C;superior incompleto;matutino;nao;casado;regularmente;sim;2;carro;< 5;70;80;80
323;feminino;grupo C;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;5;carro;> 5 < 10;40;52;51
324;feminino;grupo C;ensinao medio incompleto;vespertino;nao;divorciado;eventualmente;nao;1;;< 5;39;45;42
325;masculino;grupo C;superior incompleto;matutino;nao;solteiro;eventualmente;sim;3;onibus;> 5 < 10;82;90;94
326;masculino;grupo C;superior incompleto;matutino;nao;casado;eventualmente;sim;1;onibus;> 5 < 10;61;61;62
327;masculino;grupo A;superior incompleto;vespertino;nao;casado;regularmente;sim;2;onibus;> 10;29;23;19
328;feminino;grupo C;ensinao medio;matutino;sim;casado;eventualmente;sim;5;onibus;> 5 < 10;82;75;77
329;masculino;grupo B;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;2;onibus;< 5;39;54;49
330;masculino;grupo C;ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;;onibus;< 5;70;59;61
331;masculino;grupo C;ensinao medio;matutino;nao;;eventualmente;nao;3;carro;< 5;45;36;34
332;masculino;grupo E;ensinao medio;matutino;sim;casado;nunca;nao;3;onibus;> 10;61;55;52
333;feminino;grupo B;ensinao medio;matutino;nao;solteiro;eventualmente;sim;1;onibus;> 5 < 10;90;78;81
334;feminino;grupo C;superior completo;matutino;nao;;eventualmente;sim;1;;;83;93;95
335;masculino;grupo B;superior incompleto;vespertino;nao;casado;regularmente;sim;2;;> 5 < 10;62;69;67
336;masculino;grupo D;some ensinao medio incompleto;matutino;sim;casado;regularmente;nao;;carro;> 5 < 10;78;71;70
337;feminino;grupo C;ensinao medio;matutino;nao;solteiro;regularmente;sim;2;;> 5 < 10;50;51;44
338;feminino;grupo B;some ensinao medio incompleto;vespertino;nao;solteiro;eventualmente;nao;3;onibus;< 5;23;37;26
339;masculino;grupo D;some ensinao medio incompleto;vespertino;sim;casado;eventualmente;sim;3;onibus;> 5 < 10;35;55;60
340;feminino;grupo C;ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;1;onibus;> 10;61;62;54
341;feminino;grupo C;;matutino;nao;casado;regularmente;sim;0;;> 5 < 10;62;74;64
342;masculino;grupo B;;matutino;sim;solteiro;eventualmente;sim;1;onibus;< 5;66;74;72
343;masculino;grupo D;ensinao medio;matutino;sim;solteiro;eventualmente;sim;3;carro;< 5;64;70;65
344;feminino;grupo D;superior incompleto;matutino;nao;;regularmente;sim;2;onibus;< 5;78;72;67
345;masculino;grupo C;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;4;carro;> 5 < 10;72;80;75
346;feminino;grupo B;;matutino;nao;casado;eventualmente;nao;2;onibus;> 5 < 10;62;61;57
347;masculino;grupo C;superior completo;matutino;sim;casado;regularmente;sim;0;;< 5;76;93;95
349;feminino;grupo E;ensinao medio;matutino;nao;divorciado;regularmente;sim;2;carro;> 10;92;76;79
350;masculino;grupo B;superior completo;matutino;nao;casado;eventualmente;sim;0;carro;> 5 < 10;52;65;69
351;feminino;grupo E;superior incompleto;matutino;nao;casado;;nao;4;onibus;> 10;67;57;53
352;feminino;grupo C;superior incompleto;matutino;sim;casado;eventualmente;nao;1;onibus;< 5;61;76;78
353;feminino;grupo C;ensinao medio;matutino;nao;casado;regularmente;nao;1;carro;< 5;45;57;57
354;feminino;grupo C;superior incompleto;matutino;nao;casado;nunca;sim;2;;< 5;55;68;66
355;masculino;grupo B;superior completo;matutino;nao;solteiro;regularmente;nao;3;onibus;> 10;64;74;73
356;feminino;grupo A;;matutino;nao;casado;eventualmente;nao;2;carro;> 5 < 10;63;61;61
357;feminino;grupo C;superior incompleto;vespertino;sim;casado;eventualmente;sim;1;carro;< 5;40;65;67
359;feminino;grupo D;superior incompleto;matutino;nao;divorciado;eventualmente;nao;1;carro;< 5;77;88;87
360;masculino;grupo B;ensinao medio incompleto;matutino;nao;casado;nunca;sim;1;onibus;> 5 < 10;56;61;57
361;feminino;grupo B;some ensinao medio incompleto;matutino;sim;solteiro;regularmente;sim;3;carro;> 5 < 10;87;85;79
362;feminino;grupo C;superior incompleto;matutino;nao;solteiro;regularmente;nao;2;carro;> 5 < 10;53;58;59
363;masculino;grupo D;some ensinao medio incompleto;vespertino;nao;solteiro;eventualmente;nao;3;onibus;< 5;26;33;31
364;masculino;grupo C;superior incompleto;matutino;nao;divorciado;regularmente;sim;1;onibus;> 5 < 10;60;60;59
365;masculino;grupo A;superior completo;vespertino;sim;casado;regularmente;nao;2;carro;> 10;51;59;62
366;masculino;grupo C;ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;2;;> 5 < 10;69;58;53
367;feminino;grupo C;superior completo;vespertino;nao;casado;regularmente;;3;carro;> 10;64;67;63
368;feminino;grupo A;some ensinao medio incompleto;vespertino;nao;solteiro;eventualmente;sim;2;carro;> 5 < 10;44;64;58
369;masculino;grupo D;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;5;onibus;> 5 < 10;71;83;84
370;feminino;grupo E;superior incompleto;matutino;nao;casado;regularmente;sim;3;carro;> 5 < 10;86;78;72
371;masculino;grupo C;superior incompleto;vespertino;sim;solteiro;eventualmente;nao;4;onibus;> 5 < 10;45;73;70
372;feminino;grupo D;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;0;carro;> 10;76;75;73
373;feminino;grupo D;superior incompleto;matutino;sim;casado;eventualmente;sim;1;carro;> 10;84;98;97
374;feminino;grupo D;superior completo;matutino;nao;casado;eventualmente;sim;0;;> 10;60;71;74
376;feminino;grupo D;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;nao;2;onibus;> 10;82;91;83
377;feminino;grupo D;mestrado;vespertino;sim;solteiro;eventualmente;sim;;carro;> 5 < 10;85;95;100
378;masculino;grupo A;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;nao;1;carro;> 10;73;84;78
379;feminino;grupo A;superior completo;matutino;nao;casado;regularmente;sim;1;carro;> 5 < 10;67;64;63
380;masculino;grupo B;ensinao medio;matutino;nao;solteiro;eventualmente;sim;1;onibus;> 5 < 10;80;86;83
381;masculino;grupo C;ensinao medio;matutino;sim;divorciado;eventualmente;sim;0;carro;< 5;84;98;93
382;feminino;grupo C;mestrado;vespertino;nao;casado;eventualmente;nao;2;;> 5 < 10;79;82;73
383;feminino;grupo E;some ensinao medio incompleto;vespertino;nao;divorciado;regularmente;sim;3;carro;> 10;40;50;47
384;feminino;grupo A;some ensinao medio incompleto;vespertino;nao;divorciado;nunca;nao;5;carro;> 5 < 10;35;41;40
385;feminino;grupo E;superior incompleto;matutino;nao;divorciado;regularmente;sim;2;carro;> 5 < 10;69;77;76
386;feminino;grupo E;superior completo;matutino;nao;solteiro;eventualmente;sim;0;onibus;< 5;62;71;68
387;feminino;grupo C;;vespertino;nao;viuvo;regularmente;sim;4;onibus;> 5 < 10;58;79;68
388;masculino;grupo D;ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;3;carro;> 5 < 10;62;64;64
389;masculino;grupo D;mestrado;matutino;nao;casado;eventualmente;nao;1;onibus;< 5;71;70;75
390;feminino;grupo E;some ensinao medio incompleto;vespertino;sim;solteiro;regularmente;sim;0;carro;> 5 < 10;75;68;60
391;masculino;grupo D;superior incompleto;matutino;nao;solteiro;eventualmente;nao;3;carro;< 5;74;66;75
392;masculino;grupo E;superior incompleto;matutino;nao;casado;eventualmente;sim;3;onibus;> 10;78;68;68
393;feminino;grupo C;ensinao medio;matutino;sim;divorciado;regularmente;sim;4;carro;> 10;60;55;58
394;feminino;grupo C;some ensinao medio incompleto;matutino;sim;solteiro;eventualmente;nao;;onibus;> 5 < 10;65;74;77
396;masculino;grupo B;ensinao medio incompleto;vespertino;nao;casado;nunca;nao;5;onibus;> 5 < 10;48;65;61
398;masculino;grupo B;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;0;onibus;< 5;73;62;57
399;feminino;grupo D;some ensinao medio incompleto;matutino;nao;solteiro;nunca;nao;4;carro;< 5;56;57;51
400;masculino;grupo C;some ensinao medio incompleto;matutino;sim;casado;regularmente;sim;3;carro;> 5 < 10;60;54;68
401;feminino;grupo A;superior incompleto;matutino;;casado;eventualmente;nao;1;onibus;;53;43;43
402;feminino;grupo A;superior incompleto;vespertino;nao;casado;regularmente;nao;2;onibus;> 10;51;66;57
403;feminino;grupo D;ensinao medio incompleto;matutino;sim;solteiro;eventualmente;sim;4;carro;> 5 < 10;88;99;100
404;feminino;grupo C;ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;0;onibus;> 5 < 10;55;59;63
405;masculino;grupo C;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;;;< 5;62;72;68
406;feminino;grupo B;ensinao medio;matutino;sim;casado;regularmente;nao;3;onibus;> 10;68;66;65
407;feminino;grupo B;ensinao medio;matutino;;casado;regularmente;sim;3;onibus;> 5 < 10;84;81;78
408;masculino;grupo D;ensinao medio incompleto;vespertino;sim;divorciado;eventualmente;nao;2;onibus;> 5 < 10;52;57;56
409;feminino;grupo D;ensinao medio;matutino;sim;viuvo;nunca;nao;5;onibus;> 10;86;83;84
410;masculino;grupo D;mestrado;matutino;sim;;regularmente;sim;2;carro;> 5 < 10;72;73;78
411;masculino;;superior incompleto;matutino;sim;viuvo;regularmente;sim;4;onibus;> 5 < 10;86;84;79
412;feminino;grupo D;ensinao medio;matutino;nao;casado;eventualmente;sim;3;carro;;71;66;60
414;masculino;grupo C;;vespertino;;casado;regularmente;sim;3;onibus;> 5 < 10;52;73;80
415;masculino;grupo E;ensinao medio incompleto;matutino;nao;solteiro;regularmente;nao;3;carro;> 5 < 10;86;74;70
416;masculino;grupo C;superior completo;matutino;sim;casado;eventualmente;sim;3;carro;< 5;68;72;66
417;masculino;grupo C;ensinao medio;matutino;nao;casado;eventualmente;sim;3;;< 5;71;71;65
418;masculino;grupo D;superior incompleto;matutino;nao;casado;regularmente;nao;4;carro;> 5 < 10;70;59;63
419;feminino;grupo E;ensinao medio incompleto;vespertino;sim;casado;eventualmente;nao;3;carro;> 5 < 10;57;56;54
421;feminino;grupo D;ensinao medio incompleto;matutino;sim;casado;regularmente;nao;2;;< 5;56;57;64
422;feminino;grupo D;mestrado;vespertino;sim;divorciado;nunca;sim;0;carro;> 10;47;59;68
423;masculino;grupo A;some ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;0;;< 5;57;83;78
424;feminino;;superior incompleto;vespertino;nao;casado;;nao;2;carro;> 5 < 10;41;39;34
425;masculino;;superior incompleto;vespertino;nao;solteiro;eventualmente;sim;3;onibus;< 5;60;65;60
426;masculino;grupo C;superior completo;matutino;nao;casado;regularmente;sim;2;onibus;> 5 < 10;88;84;88
427;masculino;grupo C;some ensinao medio incompleto;vespertino;nao;solteiro;regularmente;sim;0;carro;> 5 < 10;71;72;66
428;masculino;grupo A;some ensinao medio incompleto;vespertino;;solteiro;eventualmente;sim;1;carro;;65;59;53
429;masculino;grupo C;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;nao;3;onibus;> 10;70;63;55
430;feminino;;ensinao medio;vespertino;nao;casado;eventualmente;;1;carro;< 5;62;65;57
431;masculino;grupo C;ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;3;onibus;;61;72;70
432;feminino;grupo C;ensinao medio incompleto;matutino;nao;solteiro;nunca;sim;4;onibus;< 5;57;54;52
433;masculino;grupo A;some ensinao medio incompleto;vespertino;nao;divorciado;eventualmente;nao;;onibus;< 5;45;58;49
434;masculino;grupo C;;matutino;nao;casado;eventualmente;nao;1;;> 10;75;66;67
435;masculino;;superior incompleto;vespertino;sim;casado;eventualmente;nao;7;carro;> 5 < 10;50;48;53
436;masculino;grupo D;ensinao medio;matutino;nao;casado;regularmente;sim;3;onibus;> 5 < 10;77;69;65
437;masculino;grupo D;;vespertino;nao;divorciado;eventualmente;sim;1;carro;> 5 < 10;75;66;73
438;masculino;grupo C;ensinao medio incompleto;matutino;;solteiro;regularmente;sim;0;onibus;< 5;69;55;51
439;feminino;grupo D;some ensinao medio incompleto;matutino;sim;casado;eventualmente;;0;onibus;> 5 < 10;89;88;82
440;feminino;grupo C;;matutino;sim;solteiro;regularmente;nao;1;onibus;> 5 < 10;69;82;80
441;feminino;grupo D;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;2;;;78;81;80
442;feminino;grupo A;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;59;73;69
443;masculino;;ensinao medio;matutino;nao;;eventualmente;nao;1;onibus;< 5;70;81;74
444;feminino;grupo A;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;0;onibus;> 5 < 10;79;82;73
445;masculino;grupo C;some ensinao medio incompleto;matutino;sim;divorciado;regularmente;;3;;> 5 < 10;69;75;78
446;masculino;grupo D;superior incompleto;vespertino;nao;;regularmente;sim;1;onibus;> 10;73;67;62
447;masculino;grupo C;ensinao medio incompleto;matutino;sim;solteiro;regularmente;sim;2;onibus;> 10;91;83;83
448;masculino;grupo B;ensinao medio incompleto;matutino;nao;viuvo;regularmente;sim;4;onibus;> 5 < 10;48;46;43
449;feminino;grupo B;ensinao medio;matutino;nao;solteiro;regularmente;sim;;onibus;> 5 < 10;83;74;73
450;feminino;grupo C;superior incompleto;vespertino;sim;divorciado;eventualmente;sim;3;carro;> 5 < 10;64;85;85
451;feminino;grupo E;superior incompleto;matutino;nao;casado;eventualmente;;5;onibus;> 5 < 10;100;92;97
452;masculino;grupo C;ensinao medio;vespertino;nao;casado;regularmente;nao;1;onibus;> 10;68;79;77
453;feminino;grupo C;superior incompleto;vespertino;nao;casado;nunca;sim;3;carro;> 10;64;57;48
454;masculino;grupo C;ensinao medio;vespertino;nao;;regularmente;sim;3;carro;> 5 < 10;54;61;63
455;feminino;grupo C;superior completo;vespertino;nao;casado;eventualmente;sim;0;onibus;> 5 < 10;37;56;47
456;masculino;grupo D;superior completo;matutino;nao;divorciado;eventualmente;nao;3;onibus;> 5 < 10;79;89;89
457;feminino;grupo D;ensinao medio;vespertino;nao;solteiro;regularmente;sim;1;;> 5 < 10;54;54;49
458;masculino;grupo E;superior completo;matutino;nao;casado;regularmente;;2;onibus;;100;100;100
459;masculino;grupo B;ensinao medio incompleto;matutino;;casado;eventualmente;nao;4;;> 5 < 10;72;65;68
460;masculino;grupo C;superior completo;vespertino;nao;casado;regularmente;nao;1;carro;< 5;52;57;55
461;feminino;grupo B;superior incompleto;vespertino;nao;casado;eventualmente;sim;1;onibus;> 5 < 10;54;54;45
